Job Title	Job_URL	EX_level_demand	Time_Limitation	Search_Keyword	Posted_from	Description	Category1_URL_search	Category_1	highlight	Category2_URL_search	Category_2	Category3_URL_search	Category_3	Category4_URL_search	Category_4	Category5_URL_search	Category_5	Category6_URL_search	Category_6	Category7_URL_search	Category_7	Category8_URL_search	Category_8	Category9_URL_search	Category_9	Applicants_Num	Payment_Situation	Enterprise_Client	Freelancers_Num	Spent($)	Client_Country	Connects_Num	New_Connects_Num	Rating	Feedback_Num	Payment_type	Job_Cost	Hourly_Rate	Start_rate	End_rate
																																								$40 
																																								$90 
																																								$20 
																																								
																																								$45 
																																								
																																								$30 
																																								
																																								
																																								
																																								$40 
																																								
																																								
																																								$27 
																																								$45 
																																								$70 
																																								
																																								$60 
																																								$60 
																																								$40 
																																								$90 
																																								$45 
																																								
																																								
																																								$20 
																																								$49 
																																								$35 
																																								$70 
																																								$30 
																																								$35 
																																								
																																								$49 
																																								$15 
																																								$20 
																																								
																																								
																																								
																																								$30 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$40 
																																								$50 
																																								
																																								
																																								$49 
																																								
																																								
																																								
																																								$100 
																																								$20 
																																								
																																								
																																								$50 
																																								
																																								$12 
																																								
																																								$18 
																																								
																																								
																																								$35 
																																								$15 
																																								
																																								$40 
																																								
																																								
																																								$65 
																																								$45 
																																								
																																								
																																								
																																								$35 
																																								
																																								
																																								
																																								$20 
																																								
																																								
																																								
																																								
																																								
																																								$18 
																																								$15 
																																								
																																								
																																								
																																								$20 
																																								
																																								$49 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$4 
																																								
																																								$35 
																																								
																																								
																																								
																																								$7 
																																								$30 
																																								
																																								$80 
																																								
																																								$25 
																																								$55 
																																								
																																								
																																								$50 
																																								$45 
																																								
																																								$50 
																																								
																																								$45 
																																								$65 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$125 
																																								
																																								
																																								$90 
																																								
																																								$25 
																																								$25 
																																								
																																								
																																								
																																								$40 
																																								
																																								
																																								$15 
																																								
																																								
																																								$50 
																																								
																																								$150 
																																								
																																								
																																								$30 
																																								
																																								
																																								
																																								
																																								$20 
																																								
																																								$23 
																																								$100 
																																								
																																								$70 
																																								
																																								
																																								
																																								$90 
																																								$55 
																																								
																																								$13 
																																								
																																								$50 
																																								$10 
																																								
																																								$75 
																																								$110 
																																								$35 
																																								$30 
																																								
																																								
																																								$15 
																																								$49 
																																								
																																								
																																								
																																								$60 
																																								
																																								$100 
																																								$25 
																																								
																																								
																																								$100 
																																								
																																								$49 
																																								$45 
																																								
																																								
																																								$30 
																																								$30 
																																								
																																								
																																								$60 
																																								$15 
																																								$60 
																																								$45 
																																								
																																								$49 
																																								$30 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$20 
																																								
																																								
																																								$20 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$30 
																																								
																																								
																																								$45 
																																								
																																								$30 
																																								
																																								$50 
																																								$30 
																																								
																																								$28 
																																								$50 
																																								
																																								$55 
																																								
																																								$15 
																																								$25 
																																								
																																								
																																								
																																								$30 
																																								$80 
																																								$65 
																																								
																																								
																																								
																																								$8 
																																								$30 
																																								$20 
																																								
																																								
																																								$75 
																																								$40 
																																								
																																								
																																								
																																								
																																								
																																								$30 
																																								$15 
																																								
																																								
																																								$49 
																																								$30 
																																								$40 
																																								
																																								
																																								
																																								
																																								$45 
																																								$80 
																																								$50 
																																								
																																								$23 
																																								$15 
																																								$30 
																																								$7 
																																								$50 
																																								
																																								
																																								
																																								$20 
																																								
																																								$35 
																																								
																																								
																																								$49 
																																								
																																								$30 
																																								
																																								$30 
																																								
																																								$25 
																																								
																																								$25 
																																								
																																								
																																								
																																								
																																								$80 
																																								
																																								$40 
																																								$30 
																																								
																																								
																																								
																																								$25 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$40 
																																								$20 
																																								
																																								
																																								$25 
																																								$49 
																																								
																																								$12 
																																								
																																								
																																								
																																								
																																								$30 
																																								$45 
																																								$40 
																																								
																																								$40 
																																								
																																								$18 
																																								$45 
																																								
																																								$30 
																																								$45 
																																								
																																								$27 
																																								$16 
																																								$25 
																																								
																																								$75 
																																								
																																								
																																								
																																								
																																								
																																								$50 
																																								$100 
																																								
																																								
																																								$10 
																																								
																																								$30 
																																								$80 
																																								
																																								
																																								$49 
																																								
																																								
																																								$8 
																																								$15 
																																								
																																								
																																								
																																								$25 
																																								
																																								
																																								$50 
																																								
																																								
																																								$12 
																																								$40 
																																								$70 
																																								
																																								$30 
																																								
																																								
																																								
																																								$10 
																																								
																																								
																																								$40 
																																								$95 
																																								
																																								$25 
																																								$12 
																																								
																																								
																																								
																																								$35 
																																								
																																								
																																								
																																								
																																								
																																								$15 
																																								
																																								$45.00 
																																								$30.00 
																																								$125.00 
																																								$80.00 
																																								
																																								$45.00 
																																								
																																								
																																								$35.00 
																																								
																																								
																																								$30.00 
																																								
																																								$17.00 
																																								$50.00 
																																								
																																								
																																								
																																								$49.00 
																																								$20.00 
																																								
																																								
																																								
																																								
																																								$35.00 
																																								
																																								$25.00 
																																								$45.00 
																																								
																																								$40.00 
																																								$25.00 
																																								
																																								
																																								$30.00 
																																								$30.00 
																																								
																																								
																																								$44.00 
																																								$22.00 
																																								
																																								$65.00 
																																								
																																								$75.00 
																																								
																																								
																																								
																																								
																																								$15.00 
																																								
																																								
																																								
																																								$15.00 
																																								$100.00 
																																								$17.00 
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								$47.00 
																																								$85.00 
																																								
																																								
																																								$20.00 
																																								$43.00 
																																								
																																								$23.00 
																																								
																																								
																																								$30.00 
																																								
																																								$20.00 
																																								$10.00 
																																								
																																								$20.00 
																																								
																																								
																																								
																																								
																																								$90.00 
																																								$70.00 
																																								
																																								$41.00 
																																								
																																								$41.00 
																																								$30.00 
																																								
																																								
																																								
																																								
																																								$90.00 
																																								
																																								$35.00 
																																								$40.00 
																																								
																																								$80.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$42.00 
																																								
																																								$50.00 
																																								$50.00 
																																								
																																								$120.00 
																																								$45.00 
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$25.00 
																																								$47.00 
																																								$45.00 
																																								$30.00 
																																								$55.00 
																																								$80.00 
																																								$10.00 
																																								
																																								$30.00 
																																								$40.00 
																																								$49.00 
																																								
																																								
																																								$10.00 
																																								$49.00 
																																								$125.00 
																																								$29.00 
																																								
																																								
																																								$30.00 
																																								$90.00 
																																								$30.00 
																																								$20.00 
																																								$45.00 
																																								$47.00 
																																								$30.00 
																																								
																																								
																																								$47.00 
																																								$60.00 
																																								$40.00 
																																								
																																								
																																								
																																								$30.00 
																																								$40.00 
																																								
																																								$30.00 
																																								
																																								
																																								$40.00 
																																								$45.00 
																																								$40.00 
																																								
																																								
																																								
																																								
																																								$47.00 
																																								$40.00 
																																								$80.00 
																																								$19.00 
																																								
																																								$25.00 
																																								$40.00 
																																								$12.00 
																																								
																																								
																																								$40.00 
																																								
																																								$30.00 
																																								$45.00 
																																								$65.00 
																																								$50.00 
																																								$25.00 
																																								
																																								
																																								
																																								$18.00 
																																								
																																								$50.00 
																																								$35.00 
																																								
																																								
																																								$75.00 
																																								
																																								
																																								$15.00 
																																								
																																								
																																								$50.00 
																																								
																																								
																																								$45.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$12.00 
																																								
																																								$15.00 
																																								
																																								
																																								
																																								$29.00 
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$90.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$35.00 
																																								$50.00 
																																								
																																								
																																								$45.00 
																																								
																																								$15.00 
																																								
																																								$30.00 
																																								$29.00 
																																								$80.00 
																																								$30.00 
																																								
																																								
																																								
																																								$40.00 
																																								$17.00 
																																								
																																								
																																								
																																								$20.00 
																																								$30.00 
																																								$10.00 
																																								
																																								$40.00 
																																								$35.00 
																																								$27.00 
																																								$40.00 
																																								$25.00 
																																								
																																								
																																								
																																								$30.00 
																																								$60.00 
																																								$85.00 
																																								$55.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$120.00 
																																								
																																								$43.00 
																																								
																																								$30.00 
																																								
																																								$100.00 
																																								
																																								
																																								
																																								
																																								$70.00 
																																								$40.00 
																																								
																																								
																																								
																																								$45.00 
																																								
																																								
																																								$120.00 
																																								
																																								
																																								$80.00 
																																								
																																								
																																								$25.00 
																																								$43.00 
																																								
																																								$69.00 
																																								
																																								$75.00 
																																								
																																								
																																								$35.00 
																																								$25.00 
																																								
																																								$65.00 
																																								
																																								
																																								
																																								$55.00 
																																								
																																								$20.00 
																																								
																																								
																																								
																																								
																																								
																																								$45.00 
																																								$65.00 
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								$60.00 
																																								$6.00 
																																								
																																								$25.00 
																																								$40.00 
																																								
																																								
																																								
																																								$15.00 
																																								$30.00 
																																								$90.00 
																																								
																																								
																																								$25.00 
																																								
																																								
																																								$75.00 
																																								
																																								$40.00 
																																								$125.00 
																																								
																																								$45.00 
																																								
																																								$55.00 
																																								$50.00 
																																								
																																								
																																								$90.00 
																																								$75.00 
																																								
																																								$80.00 
																																								$20.00 
																																								
																																								
																																								$20.00 
																																								
																																								
																																								
																																								
																																								
																																								$50.00 
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$47.00 
																																								$70.00 
																																								
																																								$25.00 
																																								$25.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$55.00 
																																								
																																								$30.00 
																																								
																																								$40.00 
																																								$25.00 
																																								$55.00 
																																								
																																								$7.00 
																																								$47.00 
																																								
																																								
																																								$6.00 
																																								$15.00 
																																								$20.00 
																																								$28.00 
																																								
																																								$15.00 
																																								
																																								$30.00 
																																								$55.00 
																																								
																																								$75.00 
																																								
																																								
																																								
																																								$32.00 
																																								
																																								$20.00 
																																								$35.00 
																																								
																																								$28.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$65.00 
																																								
																																								
																																								$25.00 
																																								$30.00 
																																								
																																								$30.00 
																																								$10.00 
																																								$30.00 
																																								$30.00 
																																								
																																								
																																								$165.00 
																																								
																																								$35.00 
																																								
																																								$30.00 
																																								$65.00 
																																								$29.00 
																																								
																																								
																																								$25.00 
																																								
																																								
																																								$50.00 
																																								
																																								
																																								
																																								
																																								$30.00 
																																								$25.00 
																																								$65.00 
																																								$125.00 
																																								$30.00 
																																								
																																								
																																								
																																								$45.00 
																																								
																																								$35.00 
																																								
																																								$30.00 
																																								
																																								
																																								$20.00 
																																								
																																								$35.00 
																																								
																																								$30.00 
																																								
																																								$7.00 
																																								$30.00 
																																								
																																								$70.00 
																																								$120.00 
																																								$10.00 
																																								$60.00 
																																								
																																								$20.00 
																																								$50.00 
																																								$100.00 
																																								
																																								
																																								
																																								$75.00 
																																								
																																								
																																								
																																								
																																								$20.00 
																																								
																																								$8.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$60.00 
																																								$15.00 
																																								
																																								$95.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$35.00 
																																								
																																								$71.00 
																																								
																																								$25.00 
																																								
																																								
																																								
																																								
																																								
																																								$50.00 
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								$47.00 
																																								$150.00 
																																								$40.00 
																																								
																																								
																																								$20.00 
																																								
																																								
																																								
																																								
																																								
																																								$20.00 
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$40.00 
																																								$15.00 
																																								
																																								
																																								
																																								
																																								$40.00 
																																								$90.00 
																																								$55.00 
																																								
																																								
																																								$40.00 
																																								
																																								$25.00 
																																								$50.00 
																																								
																																								
																																								
																																								$30.00 
																																								$40.00 
																																								$50.00 
																																								
																																								
																																								$30.00 
																																								
																																								
																																								$50.00 
																																								
																																								
																																								
																																								
																																								$300.00 
																																								
																																								$20.00 
																																								
																																								
																																								$20.00 
																																								
																																								
																																								$5.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$12.00 
																																								
																																								
